note_id,midi_number,tempo_in_qbm,duration,duration_due_to_tied_notes,location,location_in_measure,starting_location_of_this_measure,current_measure,harmony_note_flag,voice,chord_symbol,time_signature_id,work_id,articulation_id,dynamic_id,pitch_name,pitch_name_without_octave,duration_name,instrument
0,-1,60,480,480,0,0,0,1,FALSE,1,36,1,0,0,0,rest,rest,Half note,0
1,70,60,480,480,480,480,0,1,FALSE,1,36,1,0,0,0,A#/Bb4,A#/Bb,Half note,0
2,68,60,960,960,960,960,0,1,FALSE,1,36,1,0,0,0,G#/Ab4,G#/Ab,Dotted half note,0
3,72,60,720,720,1920,0,1920,2,FALSE,1,11,1,0,0,0,C5,C,Half note triplet,0
4,67,60,240,240,2640,720,1920,2,FALSE,1,11,1,0,0,0,G4,G,Eighth note,0
5,65,60,480,480,2880,960,1920,2,FALSE,1,11,1,0,0,0,F4,F,Half note,0
6,64,60,480,480,3360,1440,1920,2,FALSE,1,11,1,0,0,0,E4,E,Half note,0
7,-1,60,240,240,3840,0,3840,3,FALSE,1,31,1,0,0,0,rest,rest,Eighth note,0
8,65,60,240,480,4080,240,3840,3,FALSE,1,31,1,0,0,0,F4,F,Half note,0
9,65,60,240,0,4320,480,3840,3,FALSE,1,31,1,0,0,0,F4,F,fix,0
10,67,60,240,480,4560,720,3840,3,FALSE,1,31,1,0,0,0,G4,G,Half note,0
11,67,60,240,0,4800,960,3840,3,FALSE,1,31,1,0,0,0,G4,G,fix,0
12,68,60,240,720,5040,1200,3840,3,FALSE,1,31,1,0,0,0,G#/Ab4,G#/Ab,Half note triplet,0
13,68,60,480,0,5280,1440,3840,3,FALSE,1,31,1,0,0,0,G#/Ab4,G#/Ab,fix,0
14,-1,60,480,480,5760,0,5760,4,FALSE,1,7,1,0,0,0,rest,rest,Half note,0
15,-1,60,240,240,6240,480,5760,4,FALSE,1,7,1,0,0,0,rest,rest,Eighth note,0
16,70,60,240,240,6480,720,5760,4,FALSE,1,7,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
17,72,60,480,480,6720,960,5760,4,FALSE,1,7,1,0,0,0,C5,C,Half note,0
18,73,60,480,960,7200,1440,5760,4,FALSE,1,7,1,0,0,0,C#/Db5,C#/Db,Dotted half note,0
19,73,60,480,0,7680,0,7680,5,FALSE,1,22,1,0,0,0,C#/Db5,C#/Db,fix,0
20,67,60,480,480,8160,480,7680,5,FALSE,1,22,1,0,0,0,G4,G,Half note,0
21,65,60,480,480,8640,960,7680,5,FALSE,1,22,1,0,0,0,F4,F,Half note,0
22,63,60,240,240,9120,1440,7680,5,FALSE,1,22,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
23,72,60,240,960,9360,1680,7680,5,FALSE,1,22,1,0,0,0,C5,C,Dotted half note,0
24,72,60,720,0,9600,0,9600,6,FALSE,1,41,1,0,0,0,C5,C,fix,0
25,67,60,240,240,10320,720,9600,6,FALSE,1,41,1,0,0,0,G4,G,Eighth note,0
26,65,60,480,480,10560,960,9600,6,FALSE,1,41,1,0,0,0,F4,F,Half note,0
27,-1,60,240,240,11040,1440,9600,6,FALSE,1,41,1,0,0,0,rest,rest,Eighth note,0
28,64,60,240,240,11280,1680,9600,6,FALSE,1,41,1,0,0,0,E4,E,Eighth note,0
29,65,60,240,240,11520,0,11520,7,FALSE,1,17,1,0,0,0,F4,F,Eighth note,0
30,65,60,240,240,11760,240,11520,7,FALSE,1,17,1,0,0,0,F4,F,Eighth note,0
31,67,60,240,240,12000,480,11520,7,FALSE,1,17,1,0,0,0,G4,G,Eighth note,0
32,68,60,240,240,12240,720,11520,7,FALSE,1,17,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
33,70,60,960,1920,12480,960,11520,7,FALSE,1,17,1,0,0,0,A#/Bb4,A#/Bb,Dotted whole note triplet,0
34,70,60,960,0,13440,0,13440,8,FALSE,1,20,1,0,0,0,A#/Bb4,A#/Bb,fix,0
35,67,60,240,240,14400,960,13440,8,FALSE,1,20,1,0,0,0,G4,G,Eighth note,0
36,65,60,240,240,14640,1200,13440,8,FALSE,1,20,1,0,0,0,F4,F,Eighth note,0
37,64,60,480,960,14880,1440,13440,8,FALSE,1,20,1,0,0,0,E4,E,Dotted half note,0
38,64,60,480,720,15360,0,15360,9,FALSE,1,12,1,0,0,0,E4,E,Half note triplet,0
39,64,60,240,0,15840,480,15360,9,FALSE,1,12,1,0,0,0,E4,E,fix,0
40,65,60,240,240,16080,720,15360,9,FALSE,1,12,1,0,0,0,F4,F,Eighth note,0
41,67,60,480,480,16320,960,15360,9,FALSE,1,12,1,0,0,0,G4,G,Half note,0
42,-1,60,480,480,16800,1440,15360,9,FALSE,1,12,1,0,0,0,rest,rest,Half note,0
43,-1,60,480,480,17280,0,17280,10,FALSE,1,12,1,0,0,0,rest,rest,Half note,0
44,-1,60,240,240,17760,480,17280,10,FALSE,1,12,1,0,0,0,rest,rest,Eighth note,0
45,64,60,240,240,18000,720,17280,10,FALSE,1,12,1,0,0,0,E4,E,Eighth note,0
46,62,60,720,720,18240,960,17280,10,FALSE,1,12,1,0,0,0,D4,D,Half note triplet,0
47,64,60,240,240,18960,1680,17280,10,FALSE,1,12,1,0,0,0,E4,E,Eighth note,0
48,65,60,480,480,19200,0,19200,11,FALSE,1,13,1,0,0,0,F4,F,Half note,0
49,63,60,240,240,19680,480,19200,11,FALSE,1,13,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
50,65,60,240,240,19920,720,19200,11,FALSE,1,13,1,0,0,0,F4,F,Eighth note,0
51,67,60,480,480,20160,960,19200,11,FALSE,1,13,1,0,0,0,G4,G,Half note,0
52,68,60,240,240,20640,1440,19200,11,FALSE,1,13,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
53,70,60,240,240,20880,1680,19200,11,FALSE,1,13,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
54,67,60,480,480,21120,0,21120,12,FALSE,1,31,1,0,0,0,G4,G,Half note,0
55,65,60,240,240,21600,480,21120,12,FALSE,1,31,1,0,0,0,F4,F,Eighth note,0
56,68,60,240,480,21840,720,21120,12,FALSE,1,31,1,0,0,0,G#/Ab4,G#/Ab,Half note,0
57,68,60,240,0,22080,960,21120,12,FALSE,1,31,1,0,0,0,G#/Ab4,G#/Ab,fix,0
58,72,60,240,480,22320,1200,21120,12,FALSE,1,31,1,0,0,0,C5,C,Half note,0
59,72,60,240,0,22560,1440,21120,12,FALSE,1,31,1,0,0,0,C5,C,fix,0
60,75,60,240,240,22800,1680,21120,12,FALSE,1,31,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
61,79,60,480,480,23040,0,23040,13,FALSE,1,5,1,0,0,0,G5,G,Half note,0
62,77,60,320,320,23520,480,23040,13,FALSE,1,5,1,0,0,0,F5,F,Quarter note tripet,0
63,74,60,320,320,23840,800,23040,13,FALSE,1,5,1,0,0,0,D5,D,Quarter note tripet,0
64,70,60,320,320,24160,1120,23040,13,FALSE,1,5,1,0,0,0,A#/Bb4,A#/Bb,Quarter note tripet,0
65,68,60,240,240,24480,1440,23040,13,FALSE,1,5,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
66,67,60,240,2160,24720,1680,23040,13,FALSE,1,5,1,0,0,0,G4,G,fix,0
67,67,60,1920,0,24960,0,24960,14,FALSE,1,22,1,0,0,0,G4,G,fix,0
68,-1,60,480,480,26880,0,26880,15,FALSE,1,41,1,0,0,0,rest,rest,Half note,0
69,-1,60,240,240,27360,480,26880,15,FALSE,1,41,1,0,0,0,rest,rest,Eighth note,0
70,74,60,240,240,27600,720,26880,15,FALSE,1,41,1,0,0,0,D5,D,Eighth note,0
71,75,60,240,240,27840,960,26880,15,FALSE,1,41,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
72,77,60,240,240,28080,1200,26880,15,FALSE,1,41,1,0,0,0,F5,F,Eighth note,0
73,79,60,240,240,28320,1440,26880,15,FALSE,1,41,1,0,0,0,G5,G,Eighth note,0
74,80,60,240,240,28560,1680,26880,15,FALSE,1,41,1,0,0,0,G#/Ab5,G#/Ab,Eighth note,0
75,79,60,240,240,28800,0,28800,16,FALSE,1,1,1,0,0,0,G5,G,Eighth note,0
76,77,60,240,240,29040,240,28800,16,FALSE,1,1,1,0,0,0,F5,F,Eighth note,0
77,76,60,240,240,29280,480,28800,16,FALSE,1,1,1,0,0,0,E5,E,Eighth note,0
78,79,60,240,240,29520,720,28800,16,FALSE,1,1,1,0,0,0,G5,G,Eighth note,0
79,76,60,240,240,29760,960,28800,16,FALSE,1,1,1,0,0,0,E5,E,Eighth note,0
80,72,60,240,240,30000,1200,28800,16,FALSE,1,1,1,0,0,0,C5,C,Eighth note,0
81,71,60,240,240,30240,1440,28800,16,FALSE,1,1,1,0,0,0,B4,B,Eighth note,0
82,72,60,240,240,30480,1680,28800,16,FALSE,1,1,1,0,0,0,C5,C,Eighth note,0
83,71,60,960,960,30720,0,30720,17,FALSE,1,37,1,0,0,0,B4,B,Dotted half note,0
84,-1,60,480,480,31680,960,30720,17,FALSE,1,37,1,0,0,0,rest,rest,Half note,0
85,-1,60,480,480,32160,1440,30720,17,FALSE,1,37,1,0,0,0,rest,rest,Half note,0
86,-1,60,480,480,32640,0,32640,18,FALSE,1,37,1,0,0,0,rest,rest,Half note,0
87,-1,60,480,480,33120,480,32640,18,FALSE,1,37,1,0,0,0,rest,rest,Half note,0
88,66,60,240,240,33600,960,32640,18,FALSE,1,37,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
89,64,60,240,240,33840,1200,32640,18,FALSE,1,37,1,0,0,0,E4,E,Eighth note,0
90,66,60,240,240,34080,1440,32640,18,FALSE,1,37,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
91,67,60,240,240,34320,1680,32640,18,FALSE,1,37,1,0,0,0,G4,G,Eighth note,0
92,67,60,240,240,34560,0,34560,19,FALSE,1,1,1,0,0,0,G4,G,Eighth note,0
93,66,60,240,240,34800,240,34560,19,FALSE,1,1,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
94,67,60,240,240,35040,480,34560,19,FALSE,1,1,1,0,0,0,G4,G,Eighth note,0
95,69,60,240,240,35280,720,34560,19,FALSE,1,1,1,0,0,0,A4,A,Eighth note,0
96,71,60,720,720,35520,960,34560,19,FALSE,1,1,1,0,0,0,B4,B,Half note triplet,0
97,67,60,240,240,36240,1680,34560,19,FALSE,1,1,1,0,0,0,G4,G,Eighth note,0
98,64,60,960,960,36480,0,36480,20,FALSE,1,19,1,0,0,0,E4,E,Dotted half note,0
99,-1,60,480,480,37440,960,36480,20,FALSE,1,19,1,0,0,0,rest,rest,Half note,0
100,-1,60,240,240,37920,1440,36480,20,FALSE,1,19,1,0,0,0,rest,rest,Eighth note,0
101,69,60,120,120,38160,1680,36480,20,FALSE,1,19,1,0,0,0,A4,A,Sixteenth note,0
102,66,60,120,120,38280,1800,36480,20,FALSE,1,19,1,0,0,0,F#/Gb4,F#/Gb,Sixteenth note,0
103,62,60,960,960,38400,0,38400,21,FALSE,1,37,1,0,0,0,D4,D,Dotted half note,0
104,-1,60,480,480,39360,960,38400,21,FALSE,1,37,1,0,0,0,rest,rest,Half note,0
105,-1,60,240,240,39840,1440,38400,21,FALSE,1,37,1,0,0,0,rest,rest,Eighth note,0
106,64,60,120,120,40080,1680,38400,21,FALSE,1,37,1,0,0,0,E4,E,Sixteenth note,0
107,61,60,120,120,40200,1800,38400,21,FALSE,1,37,1,0,0,0,C#/Db4,C#/Db,Sixteenth note,0
108,62,60,720,720,40320,0,40320,22,FALSE,1,37,1,0,0,0,D4,D,Half note triplet,0
109,64,60,240,240,41040,720,40320,22,FALSE,1,37,1,0,0,0,E4,E,Eighth note,0
110,66,60,960,960,41280,960,40320,22,FALSE,1,37,1,0,0,0,F#/Gb4,F#/Gb,Dotted half note,0
111,-1,60,480,480,42240,0,42240,23,FALSE,1,34,1,0,0,0,rest,rest,Half note,0
112,-1,60,240,240,42720,480,42240,23,FALSE,1,34,1,0,0,0,rest,rest,Eighth note,0
113,68,60,240,240,42960,720,42240,23,FALSE,1,34,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
114,69,60,240,240,43200,960,42240,23,FALSE,1,34,1,0,0,0,A4,A,Eighth note,0
115,71,60,240,240,43440,1200,42240,23,FALSE,1,34,1,0,0,0,B4,B,Eighth note,0
116,73,60,240,240,43680,1440,42240,23,FALSE,1,34,1,0,0,0,C#/Db5,C#/Db,Eighth note,0
117,75,60,240,240,43920,1680,42240,23,FALSE,1,34,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
118,76,60,240,240,44160,0,44160,24,FALSE,1,9,1,0,0,0,E5,E,Eighth note,0
119,78,60,240,240,44400,240,44160,24,FALSE,1,9,1,0,0,0,F#/Gb5,F#/Gb,Eighth note,0
120,80,60,240,240,44640,480,44160,24,FALSE,1,9,1,0,0,0,G#/Ab5,G#/Ab,Eighth note,0
121,76,60,240,240,44880,720,44160,24,FALSE,1,9,1,0,0,0,E5,E,Eighth note,0
122,78,60,240,240,45120,960,44160,24,FALSE,1,9,1,0,0,0,F#/Gb5,F#/Gb,Eighth note,0
123,76,60,240,240,45360,1200,44160,24,FALSE,1,9,1,0,0,0,E5,E,Eighth note,0
124,75,60,240,240,45600,1440,44160,24,FALSE,1,9,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
125,78,60,240,240,45840,1680,44160,24,FALSE,1,9,1,0,0,0,F#/Gb5,F#/Gb,Eighth note,0
126,75,60,240,240,46080,0,46080,25,FALSE,1,27,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
127,73,60,240,240,46320,240,46080,25,FALSE,1,27,1,0,0,0,C#/Db5,C#/Db,Eighth note,0
128,71,60,240,240,46560,480,46080,25,FALSE,1,27,1,0,0,0,B4,B,Eighth note,0
129,75,60,240,240,46800,720,46080,25,FALSE,1,27,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
130,71,60,240,240,47040,960,46080,25,FALSE,1,27,1,0,0,0,B4,B,Eighth note,0
131,69,60,240,240,47280,1200,46080,25,FALSE,1,27,1,0,0,0,A4,A,Eighth note,0
132,68,60,240,240,47520,1440,46080,25,FALSE,1,27,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
133,71,60,240,240,47760,1680,46080,25,FALSE,1,27,1,0,0,0,B4,B,Eighth note,0
134,72,60,240,240,48000,0,48000,26,FALSE,1,11,1,0,0,0,C5,C,Eighth note,0
135,68,60,240,240,48240,240,48000,26,FALSE,1,11,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
136,64,60,240,240,48480,480,48000,26,FALSE,1,11,1,0,0,0,E4,E,Eighth note,0
137,68,60,240,240,48720,720,48000,26,FALSE,1,11,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
138,65,60,240,240,48960,960,48000,26,FALSE,1,11,1,0,0,0,F4,F,Eighth note,0
139,70,60,240,240,49200,1200,48000,26,FALSE,1,11,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
140,64,60,240,240,49440,1440,48000,26,FALSE,1,11,1,0,0,0,E4,E,Eighth note,0
141,63,60,240,240,49680,1680,48000,26,FALSE,1,11,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
142,-1,60,240,240,49920,0,49920,27,FALSE,1,31,1,0,0,0,rest,rest,Eighth note,0
143,64,60,240,240,50160,240,49920,27,FALSE,1,31,1,0,0,0,E4,E,Eighth note,0
144,67,60,240,240,50400,480,49920,27,FALSE,1,31,1,0,0,0,G4,G,Eighth note,0
145,64,60,240,240,50640,720,49920,27,FALSE,1,31,1,0,0,0,E4,E,Eighth note,0
146,65,60,720,720,50880,960,49920,27,FALSE,1,31,1,0,0,0,F4,F,Half note triplet,0
147,63,60,240,240,51600,1680,49920,27,FALSE,1,31,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
148,-1,60,480,480,51840,0,51840,28,FALSE,1,5,1,0,0,0,rest,rest,Half note,0
149,61,60,240,240,52320,480,51840,28,FALSE,1,5,1,0,0,0,C#/Db4,C#/Db,Eighth note,0
150,60,60,240,240,52560,720,51840,28,FALSE,1,5,1,0,0,0,C4,C,Eighth note,0
151,61,60,720,720,52800,960,51840,28,FALSE,1,5,1,0,0,0,C#/Db4,C#/Db,Half note triplet,0
152,-1,60,240,240,53520,1680,51840,28,FALSE,1,5,1,0,0,0,rest,rest,Eighth note,0
153,-1,60,480,480,53760,0,53760,29,FALSE,1,22,1,0,0,0,rest,rest,Half note,0
154,-1,60,240,240,54240,480,53760,29,FALSE,1,22,1,0,0,0,rest,rest,Eighth note,0
155,58,60,120,120,54480,720,53760,29,FALSE,1,22,1,0,0,0,A#/Bb3,A#/Bb,Sixteenth note,0
156,57,60,120,120,54600,840,53760,29,FALSE,1,22,1,0,0,0,A3,A,Sixteenth note,0
157,58,60,480,480,54720,960,53760,29,FALSE,1,22,1,0,0,0,A#/Bb3,A#/Bb,Half note,0
158,-1,60,480,480,55200,1440,53760,29,FALSE,1,22,1,0,0,0,rest,rest,Half note,0
159,-1,60,480,480,55680,0,55680,30,FALSE,1,41,1,0,0,0,rest,rest,Half note,0
160,-1,60,240,240,56160,480,55680,30,FALSE,1,41,1,0,0,0,rest,rest,Eighth note,0
161,60,60,120,120,56400,720,55680,30,FALSE,1,41,1,0,0,0,C4,C,Sixteenth note,0
162,59,60,120,120,56520,840,55680,30,FALSE,1,41,1,0,0,0,B3,B,Sixteenth note,0
163,60,60,240,240,56640,960,55680,30,FALSE,1,41,1,0,0,0,C4,C,Eighth note,0
164,61,60,240,240,56880,1200,55680,30,FALSE,1,41,1,0,0,0,C#/Db4,C#/Db,Eighth note,0
165,62,60,240,240,57120,1440,55680,30,FALSE,1,41,1,0,0,0,D4,D,Eighth note,0
166,65,60,240,240,57360,1680,55680,30,FALSE,1,41,1,0,0,0,F4,F,Eighth note,0
167,63,60,240,240,57600,0,57600,31,FALSE,1,17,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
168,62,60,240,240,57840,240,57600,31,FALSE,1,17,1,0,0,0,D4,D,Eighth note,0
169,63,60,240,240,58080,480,57600,31,FALSE,1,17,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
170,65,60,240,240,58320,720,57600,31,FALSE,1,17,1,0,0,0,F4,F,Eighth note,0
171,66,60,240,240,58560,960,57600,31,FALSE,1,17,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
172,67,60,240,240,58800,1200,57600,31,FALSE,1,17,1,0,0,0,G4,G,Eighth note,0
173,70,60,240,240,59040,1440,57600,31,FALSE,1,17,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
174,68,60,240,240,59280,1680,57600,31,FALSE,1,17,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
175,69,60,240,240,59520,0,59520,32,FALSE,1,32,1,0,0,0,A4,A,Eighth note,0
176,70,60,240,240,59760,240,59520,32,FALSE,1,32,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
177,71,60,240,240,60000,480,59520,32,FALSE,1,32,1,0,0,0,B4,B,Eighth note,0
178,73,60,240,240,60240,720,59520,32,FALSE,1,32,1,0,0,0,C#/Db5,C#/Db,Eighth note,0
179,75,60,240,240,60480,960,59520,32,FALSE,1,32,1,0,0,0,D#/Eb5,D#/Eb,Eighth note,0
180,73,60,240,240,60720,1200,59520,32,FALSE,1,32,1,0,0,0,C#/Db5,C#/Db,Eighth note,0
181,68,60,240,240,60960,1440,59520,32,FALSE,1,32,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
182,64,60,240,240,61200,1680,59520,32,FALSE,1,32,1,0,0,0,E4,E,Eighth note,0
183,63,60,240,240,61440,0,61440,33,FALSE,1,13,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
184,61,60,240,240,61680,240,61440,33,FALSE,1,13,1,0,0,0,C#/Db4,C#/Db,Eighth note,0
185,60,60,240,240,61920,480,61440,33,FALSE,1,13,1,0,0,0,C4,C,Eighth note,0
186,63,60,240,240,62160,720,61440,33,FALSE,1,13,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
187,67,60,240,240,62400,960,61440,33,FALSE,1,13,1,0,0,0,G4,G,Eighth note,0
188,70,60,480,480,62640,1200,61440,33,FALSE,1,13,1,0,0,0,A#/Bb4,A#/Bb,Half note,0
189,68,60,240,240,63120,1680,61440,33,FALSE,1,13,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
190,69,60,240,240,63360,0,63360,34,FALSE,1,8,1,0,0,0,A4,A,Eighth note,0
191,74,60,240,240,63600,240,63360,34,FALSE,1,8,1,0,0,0,D5,D,Eighth note,0
192,71,60,240,240,63840,480,63360,34,FALSE,1,8,1,0,0,0,B4,B,Eighth note,0
193,66,60,240,240,64080,720,63360,34,FALSE,1,8,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
194,71,60,480,480,64320,960,63360,34,FALSE,1,8,1,0,0,0,B4,B,Half note,0
195,66,60,240,240,64800,1440,63360,34,FALSE,1,8,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
196,62,60,240,240,65040,1680,63360,34,FALSE,1,8,1,0,0,0,D4,D,Eighth note,0
197,64,60,240,240,65280,0,65280,35,FALSE,1,7,1,0,0,0,E4,E,Eighth note,0
198,66,60,240,240,65520,240,65280,35,FALSE,1,7,1,0,0,0,F#/Gb4,F#/Gb,Eighth note,0
199,62,60,240,240,65760,480,65280,35,FALSE,1,7,1,0,0,0,D4,D,Eighth note,0
200,65,60,240,240,66000,720,65280,35,FALSE,1,7,1,0,0,0,F4,F,Eighth note,0
201,61,60,240,240,66240,960,65280,35,FALSE,1,7,1,0,0,0,C#/Db4,C#/Db,Eighth note,0
202,63,60,240,240,66480,1200,65280,35,FALSE,1,7,1,0,0,0,D#/Eb4,D#/Eb,Eighth note,0
203,61,60,480,480,66720,1440,65280,35,FALSE,1,7,1,0,0,0,C#/Db4,C#/Db,Half note,0
204,-1,60,240,240,67200,0,67200,36,FALSE,1,22,1,0,0,0,rest,rest,Eighth note,0
205,60,60,240,240,67440,240,67200,36,FALSE,1,22,1,0,0,0,C4,C,Eighth note,0
206,56,60,240,240,67680,480,67200,36,FALSE,1,22,1,0,0,0,G#/Ab3,G#/Ab,Eighth note,0
207,55,60,240,240,67920,720,67200,36,FALSE,1,22,1,0,0,0,G3,G,Eighth note,0
208,-1,60,960,960,68160,960,67200,36,FALSE,1,22,1,0,0,0,rest,rest,Dotted half note,0
209,-1,60,480,480,69120,0,69120,37,FALSE,1,41,1,0,0,0,rest,rest,Half note,0
210,-1,60,240,240,69600,480,69120,37,FALSE,1,41,1,0,0,0,rest,rest,Eighth note,0
211,64,60,120,120,69840,720,69120,37,FALSE,1,41,1,0,0,0,E4,E,Sixteenth note,0
212,63,60,120,120,69960,840,69120,37,FALSE,1,41,1,0,0,0,D#/Eb4,D#/Eb,Sixteenth note,0
213,61,60,480,480,70080,960,69120,37,FALSE,1,41,1,0,0,0,C#/Db4,C#/Db,Half note,0
214,-1,60,480,480,70560,1440,69120,37,FALSE,1,41,1,0,0,0,rest,rest,Half note,0
215,-1,60,480,480,71040,0,71040,38,FALSE,1,36,1,0,0,0,rest,rest,Half note,0
216,-1,60,240,240,71520,480,71040,38,FALSE,1,36,1,0,0,0,rest,rest,Eighth note,0
217,60,60,120,120,71760,720,71040,38,FALSE,1,36,1,0,0,0,C4,C,Sixteenth note,0
218,64,60,120,120,71880,840,71040,38,FALSE,1,36,1,0,0,0,E4,E,Sixteenth note,0
219,67,60,240,240,72000,960,71040,38,FALSE,1,36,1,0,0,0,G4,G,Eighth note,0
220,72,60,240,240,72240,1200,71040,38,FALSE,1,36,1,0,0,0,C5,C,Eighth note,0
221,67,60,240,240,72480,1440,71040,38,FALSE,1,36,1,0,0,0,G4,G,Eighth note,0
222,70,60,240,240,72720,1680,71040,38,FALSE,1,36,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
223,67,60,480,480,72960,0,72960,39,FALSE,1,31,1,0,0,0,G4,G,Half note,0
224,68,60,480,480,73440,480,72960,39,FALSE,1,31,1,0,0,0,G#/Ab4,G#/Ab,Half note,0
225,68,60,960,960,73920,960,72960,39,FALSE,1,31,1,0,0,0,G#/Ab4,G#/Ab,Dotted half note,0
226,-1,60,960,960,74880,0,74880,40,FALSE,1,7,1,0,0,0,rest,rest,Dotted half note,0
227,-1,60,240,240,75840,960,74880,40,FALSE,1,7,1,0,0,0,rest,rest,Eighth note,0
228,70,60,240,240,76080,1200,74880,40,FALSE,1,7,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
229,67,60,240,240,76320,1440,74880,40,FALSE,1,7,1,0,0,0,G4,G,Eighth note,0
230,68,60,240,240,76560,1680,74880,40,FALSE,1,7,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
231,65,60,480,480,76800,0,76800,41,FALSE,1,22,1,0,0,0,F4,F,Half note,0
232,65,60,480,480,77280,480,76800,41,FALSE,1,22,1,0,0,0,F4,F,Half note,0
233,-1,60,480,480,77760,960,76800,41,FALSE,1,22,1,0,0,0,rest,rest,Half note,0
234,65,60,240,240,78240,1440,76800,41,FALSE,1,22,1,0,0,0,F4,F,Eighth note,0
235,67,60,240,240,78480,1680,76800,41,FALSE,1,22,1,0,0,0,G4,G,Eighth note,0
236,68,60,720,720,78720,0,78720,42,FALSE,1,41,1,0,0,0,G#/Ab4,G#/Ab,Half note triplet,0
237,67,60,240,240,79440,720,78720,42,FALSE,1,41,1,0,0,0,G4,G,Eighth note,0
238,65,60,240,240,79680,960,78720,42,FALSE,1,41,1,0,0,0,F4,F,Eighth note,0
239,64,60,240,240,79920,1200,78720,42,FALSE,1,41,1,0,0,0,E4,E,Eighth note,0
240,63,60,480,480,80160,1440,78720,42,FALSE,1,41,1,0,0,0,D#/Eb4,D#/Eb,Half note,0
241,-1,60,240,240,80640,0,80640,43,FALSE,1,17,1,0,0,0,rest,rest,Eighth note,0
242,73,60,240,240,80880,240,80640,43,FALSE,1,17,1,0,0,0,C#/Db5,C#/Db,Eighth note,0
243,72,60,240,240,81120,480,80640,43,FALSE,1,17,1,0,0,0,C5,C,Eighth note,0
244,70,60,240,240,81360,720,80640,43,FALSE,1,17,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
245,68,60,240,240,81600,960,80640,43,FALSE,1,17,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
246,67,60,240,240,81840,1200,80640,43,FALSE,1,17,1,0,0,0,G4,G,Eighth note,0
247,68,60,240,240,82080,1440,80640,43,FALSE,1,17,1,0,0,0,G#/Ab4,G#/Ab,Eighth note,0
248,70,60,240,240,82320,1680,80640,43,FALSE,1,17,1,0,0,0,A#/Bb4,A#/Bb,Eighth note,0
249,71,60,240,240,82560,0,82560,44,FALSE,1,20,1,0,0,0,B4,B,Eighth note,0
250,72,60,240,240,82800,240,82560,44,FALSE,1,20,1,0,0,0,C5,C,Eighth note,0
251,74,60,240,240,83040,480,82560,44,FALSE,1,20,1,0,0,0,D5,D,Eighth note,0
252,73,60,240,240,83280,720,82560,44,FALSE,1,20,1,0,0,0,C#/Db5,C#/Db,Eighth note,0
253,74,60,240,240,83520,960,82560,44,FALSE,1,20,1,0,0,0,D5,D,Eighth note,0
254,76,60,240,240,83760,1200,82560,44,FALSE,1,20,1,0,0,0,E5,E,Eighth note,0
255,77,60,480,480,84000,1440,82560,44,FALSE,1,20,1,0,0,0,F5,F,Half note,0
256,-1,60,480,480,84480,0,84480,45,FALSE,1,12,1,0,0,0,rest,rest,Half note,0
257,-1,60,480,480,84960,480,84480,45,FALSE,1,12,1,0,0,0,rest,rest,Half note,0
258,-1,60,480,480,85440,960,84480,45,FALSE,1,12,1,0,0,0,rest,rest,Half note,0
